return_stock(+1), return_stock(0), return_stock_market(+1), return_stock_market(0), PE_ratio, PE_ratio_market, alpha, beta
0.8131749269260746, 0.8292199108617164, 0.16787129189347372, 0.30967001046317155, 17.37, 19.60, 0.008086572030828243, 1.242935662646801
0.8292199108617164, -0.11933838570217092, 0.30967001046317155, -0.10518156153285041, 14.58, 24.97, 0.006851971539199403, 1.2342728583824794
-0.11933838570217092, 0.5353508796534889, -0.10518156153285041, 0.22001859128387813, 11.18, 23.59, 0.002878482348588363, 1.20350997044749
0.5353508796534889, 0.1316024037087693, 0.22001859128387813, 0.13090171756556535, 8.598, 22.18, 0.00041194645478953747, 1.3001646171234484
-0.004614458779597319, 0.4269911843068481, 0.02133033757396574, 0.14694808000852455, 9.488, 18.15, 0.01384403337584798, 0.9226448992693066
0.4269911843068481, 0.0935053024796959, 0.14694808000852455, 0.3104696113507317, 7.974, 17.03, 0.023093213190329427, 0.844659133682762
0.29577573861566586, 0.2504029205712408, 0.3104696113507317, 0.15941462578424703, 6.771, 14.87, 0.018706110212013453, 1.219613898109318
0.29577573861566586, 0.2504029205712408, 0.15941462578424703, 0.026175820173115483, 7.333, 16.30, 0.03063467850242802, 1.2249467567018038
0.5356142881994217, 1.4492095581781226, 0.14918906303827462, 0.2753098502076501, 12.09, 70.91, 0.03673792908887936, 1.5160623920119065
1.4492095581781226, -0.5706784574750566, 0.2753098502076501, -0.3930246792149852, 15.21, 21.46, 0.047456301560201794, 2.0920398199227757
-0.5706784574750566, 1.343234397120061, -0.3930246792149852, 0.07318044396678358, 22.24, 17.36, 0.04484446952305822, 1.6259439703037575
1.343234397120061, 0.14341299366006743, 0.07318044396678358, 0.1513358312909474, 22.89, 18.07, 0.03229750847834463, 1.4758729212539687
0.14341299366006743, 1.2779497405730575, 0.1513358312909474, 0.06722617368871497, 24, 19.99, 0.04501001296755878, 1.5854842465217045
1.9953204716310688, 0.4242846810827503, 0.10606276900063549, 0.26269486067218084, 53.76, 31.43, 0.015455656205752703, 1.839235037061068
0.4242846810827503, -0.3442920795409137, 0.26269486067218084, -0.20589226691404316, 17.68, 46.17, 0.02963666170381969, 1.7763452530588295
-0.3442920795409137, 0.4359663976505912, -0.20589226691404316, -0.11426563478590501, 22.09, 27.55, 0.01796560159082365, 1.4376277293887973
0.4359663976505912, -0.708206650093296, -0.11426563478590501, -0.09913496979905889, 14.06, 29.04, -0.002492319240944344, 1.2573024335054512
0.19124216584696963, 0.14920433581502368, 0.30967001046317155, -0.10518156153285041, 163.9, 24.97, 0.013980511463419264, 1.6532181531042367
0.14920433581502368, 0.558083391733756, -0.10518156153285041, 0.22001859128387813, 215.2, 23.59, 0.010204387869455493, 1.469096640326233
0.558083391733756, 0.12531626503032123, 0.22001859128387813, 0.13090171756556535, 266.3, 22.18, 0.011111003813957725, 1.4157592548983182
0.12531626503032123, 1.1356209601822065, 0.13090171756556535, 0.02133033757396574, 878.8, 20.02, 0.014994101701431103, 0.9503975083532421
1.1356209601822065, -0.24012640164939858, 0.02133033757396574, 0.14694808000852455, 660.7, 18.15, 0.002814236028637108, 1.0854240625174665
0.5912624864546083, 0.4940496013762705, 0.3104696113507317, 0.15941462578424703, 758.4, 14.87, 0.020316803915775564, 0.915149233705758
0.4940496013762705, -0.015111117892795178, 0.15941462578424703, 0.026175820173115483, 87.55, 16.30, 0.03116804995501916, 0.992585183201826
-0.015111117892795178, 0.3573445624345004, 0.026175820173115483, 0.14918906303827462, 58.98, 20.70, 0.027852449770320014, 1.158665334292091
0.3573445624345004, 1.7002730990041912, 0.14918906303827462, 0.2753098502076501, 54.22, 70.91, 0.026858308467064884, 1.247244089113375
-0.4447323082295176, 1.3063863215354843, -0.3930246792149852, 0.07318044396678358, 97.35, 17.36, 0.009603301322260352, 2.4486930878265927
1.3063863215354843, -0.14655354451302538, 0.07318044396678358, 0.1513358312909474, 46.7, 18.07, 0.022668739674745114, 1.5168421504230396
-0.14655354451302538, 0.11131181312410865, 0.1513358312909474, 0.06722617368871497, 30.13, 19.99, 0.030708559466423722, 2.7294358800691527
0.11131181312410865, -0.2601672159748679, 0.06722617368871497, 0.10606276900063549, 183.1, 22.73, 0.010685133506405518, 2.586486254121783
0.30054146548648264, 0.29736105058667084, 0.16787108712088417, 0.30967013907108987, 26.31, 19.6, 0.007501289206006843, 1.0167548019365622
0.29736105058667084, -0.06706809257791757, 0.30967013907108987, -0.105181714764772, 49.22, 24.97, 0.004924314857983951, 0.972678295017223
-0.06706809257791757, 0.37353266960837206, -0.105181714764772, 0.220018683543743, 31.56, 23.59, 0.008398953080898398, 0.9179032484733597
0.0408891630588033, 0.4256358967943443, 0.1309017911093564, 0.021330328651031127, 27.74, 20.02, 0.00814893847971642, 0.9159745446596571
0.4256358967943443, -0.05542239700049412, 0.021330328651031127, 0.14694792209875862, 28.45, 18.15, -0.0030697068556156965, 1.1520946110389108
-0.05542239700049412, 0.571771893229382, 0.14694792209875862, 0.31046956617663146, 25.22, 17.03, 0.011658654318498215, 0.8772677507451965
0.571771893229382, 0.098467235036102, 0.31046956617663146, 0.1594148575111174, 19.76, 14.87, 0.0020550950943492986, 1.0867545886509975
0.06594611554672469, -0.025404105467873417, 0.02617556853241254, 0.14918875317408697, 23.56, 20.7, 0.0076965640966860024, 1.211997932400818
-0.025404105467873417, 1.010336508543396, 0.14918875317408697, 0.27531022076892175, 30.32, 70.91, 0.023232228765330324, 1.0738998306505327
0.09231962843845953, 0.275809539227573, 0.16787108712088417, 0.30967013907108987, 14.91, 19.6, 0.004298570054390993, 0.5257627266908045
0.275809539227573, -0.08646884300889301, 0.30967013907108987, -0.105181714764772, 29.74, 24.97, 0.0030816820198298596, 0.6874539974163131
-0.08646884300889301, 0.16521229468269527, -0.105181714764772, 0.220018683543743, 25.12, 23.59, 0.003538636230242812, 0.6790203160873755
0.18418917723060213, 0.4003441685378837, 0.16787129189347372, 0.30967001046317155, 36.47, 19.6, 0.010853977937790901, 0.5091407276599311
0.4003441685378837, 0.07894659591380271, 0.30967001046317155, -0.10518156153285041, 18.43, 24.97, 0.006391327571295301, 0.5834263961816768
0.07894659591380271, 0.05122031672668026, -0.10518156153285041, 0.22001859128387813, 30.31, 23.59, 0.0055298387835435465, 0.75260378291879
0.05122031672668026, -0.03609667629603619, 0.22001859128387813, 0.13090171756556535, 30.19, 22.18, 0.00834809147585862, 0.800046110494216
0.9128588862176938, -0.4237596101472001, 0.30967001046317155, -0.10518156153285041, 15.3, 24.97, 0.003772723152514529, 1.6251328842970745
-0.4237596101472001, 0.6325855262346094, -0.10518156153285041, 0.22001859128387813, 19.42, 23.59, 0.007774442403162465, 1.7900009378101696
1.5211269351943657, 0.6196498104108397, 0.30967001046317155, -0.10518156153285041, 225, 24.97, 0.020395687741410398, 3.037312533974105
0.18670240002437977, -0.06957889837327158, 0.30967001046317155, -0.10518156153285041, 40.23, 24.97, 0.001432867454780472, 1.1308270789169144
-0.06957889837327158, 0.2109053782342729, -0.10518156153285041, 0.22001859128387813, 41, 23.59, 0.0032926964415317013, 1.3783000426027503
0.2109053782342729, 0.16569277861129272, 0.22001859128387813, 0.13090171756556535, 37.67, 22.18, 0.003877900535461474, 1.6192204234466723
0.3021465280972948, 0.008058928422021383, 0.16787108712088417, 0.30967013907108987, 16.39, 19.6, -0.008421846371883895, 1.1977201991477169
-0.09394610492978706, 0.0378926252441536, -0.105181714764772, 0.220018683543743, 41.93, 23.59, -0.0009493558632318669, 1.5293118152091016
0.0378926252441536, -0.29673770476689665, 0.220018683543743, 0.1309017911093564, 56.5, 22.18, 0.01886622925966749, 1.7986006279076823
-0.29673770476689665, 0.3104936133645644, 0.1309017911093564, 0.021330328651031127, 116.1, 20.02, 0.04445553383103665, 0.9603057119026975
0.3104936133645644, 0.4537131569306969, 0.021330328651031127, 0.14694792209875862, 85.59, 18.15, 0.04481296145266546, 0.8466892143820128
0.4537131569306969, 0.6115624635410664, 0.14694792209875862, 0.31046956617663146, 28.45, 17.03, 0.04248407979270926, 0.9187426354472291
0.6115624635410664, 2.121775073668459, 0.31046956617663146, 0.1594148575111174, 68.01, 14.87, 0.042352316772066405, 1.0687357626457408
0.4079360931289997, 0.3094734084825326, 0.16787108712088417, 0.30967013907108987, 14.7, 19.6, -0.0029648119596500343, 1.3727410291904418
-0.3073663099316821, 0.2718085598234541, -0.105181714764772, 0.220018683543743, 5.157, 23.59, -0.004775228843369617, 1.3285018510761264
0.2718085598234541, 0.08406127567776722, 0.220018683543743, 0.1309017911093564, 18.04, 22.18, 0.001392215100710293, 1.293089513499732
0.08406127567776722, 0.17106474970493002, 0.1309017911093564, 0.021330328651031127, 294.1, 20.02, 0.005246121436668529, 1.0644417367940953
0.17106474970493002, 0.04064154399560982, 0.021330328651031127, 0.14694792209875862, 29.74, 18.15, 0.006223291924722842, 0.8716166071113102
0.04064154399560982, 0.08176473818091723, 0.14694792209875862, 0.31046956617663146, 10.86, 17.03, 0.008643300738209413, 1.2532806387960518
0.6841410338293246, 0.10815652415815435, 0.1594148575111174, 0.02617556853241254, 9.442, 16.3, 0.004141426822163995, 1.469690285459434
0.10815652415815435, 0.20356963414790252, 0.02617556853241254, 0.14918875317408697, 5.401, 20.7, -0.005836895442228756, 1.538327546249863
0.20356963414790252, 0.7113181344702995, 0.14918875317408697, 0.27531022076892175, 6.466, 70.91, -0.010336319701481701, 1.9144491523487652
0.7113181344702995, -0.5887315524500593, 0.27531022076892175, -0.3930247547015634, 28.72, 21.46, -0.004269165812908041, 1.908686143796811
0.1363484542998159, -0.30078669772188693, 0.07318044396678358, 0.1513358312909474, 17.9, 18.07, 0.007326925485878306, 1.475920976416286
-0.30078669772188693, -0.2331096791337275, 0.1513358312909474, 0.06722617368871497, 25.28, 19.99, 0.034094021909758014, 2.0690757023616952
0.754372531778875, 0.8879388083680166, 0.10606276900063549, 0.26269486067218084, 42.46, 31.43, 0.03470341732290292, 1.761155915250292
0.3243361045632287, 0.4849224201802915, 0.16787108712088417, 0.30967013907108987, 58.75, 19.6, 0.005330405547192784, 1.4316362823186004
0.4849224201802915, -0.23875653502922622, 0.30967013907108987, -0.105181714764772, 230, 24.97, 0.0038601406216910127, 1.1410317882525034
-0.23875653502922622, 0.4111623842415568, -0.105181714764772, 0.220018683543743, 83.04, 23.59, 0.008291369168910148, 0.9860401255650488
0.44422950839839603, 0.07982066084349548, 0.13090171756556535, 0.02133033757396574, 24.39, 20.02, -0.0016052275768999365, 1.0868519207406466
0.07982066084349548, 0.056900140180950576, 0.02133033757396574, 0.14694808000852455, 23.82, 18.15, -0.0011979088250399714, 1.0711462691270983
0.056900140180950576, 0.4135611437677573, 0.14694808000852455, 0.3104696113507317, 49.24, 17.03, 0.0057112689638535215, 0.9506849877566108
-0.07243825249543578, 0.1012950014007028, 0.15941462578424703, 0.026175820173115483, 16.57, 16.3, 0.00778344988684652, 1.0943752001271785
0.1012950014007028, 0.24735274959101905, 0.026175820173115483, 0.14918906303827462, 23.09, 20.7, 0.004893670526011081, 1.0763687124804793
